Zona,2022_persona,2021_persona,2020_persona,2019_persona,2018_persona,2017_persona,2016_persona,2015_persona,2022_hogar,2021_hogar,2020_hogar,2019_hogar,2018_hogar,2017_hogar,2016_hogar,2015_hogar,2022_consumo,2021_consumo,2020_consumo,2019_consumo,2018_consumo,2017_consumo,2016_consumo,2015_consumo,2022_bruta_persona,2021_bruta_persona,2020_bruta_persona,2019_bruta_persona,2018_bruta_persona,2017_bruta_persona,2016_bruta_persona,2015_bruta_persona,2022_bruta_hogar,2021_bruta_hogar,2020_bruta_hogar,2019_bruta_hogar,2018_bruta_hogar,2017_bruta_hogar,2016_bruta_hogar,2015_bruta_hogar
4616401006 Massamagrell sección 01006,13556,12738,12256,11814,11143,10656,10053,9861,38669,35985,34489,33886,31599,30107,29214,28167,20976,19785,18994,18611,17612,16827,15870,15407,18550,17150,16450,16450,15750,15050,13650,13650,16317,15341,14606,14089,13412,12617,11887,11609
4616401007 Massamagrell sección 01007,12106,11587,10868,10991,10296,9935,9540,9339,30845,29381,27523,27838,26021,25101,23800,23375,18039,17294,16206,16396,15267,14775,14093,13913,16450,15750,15050,15050,13650,13650,12950,12250,14035,13423,12452,12633,11806,11398,10922,10677
4616401008 Massamagrell sección 01008,11520,10814,10754,10444,9936,9294,8898,8751,30985,28711,28453,28207,26713,24710,23664,23483,17456,16288,16206,15777,15001,13930,13317,13082,17150,15750,15050,15050,14350,12950,12950,12250,13221,12407,12284,11928,11322,10503,10064,9834
46165 Massanassa,13105,12630,12077,11881,11278,10834,10509,10103,33770,32254,31056,30615,28924,27845,26873,25671,19648,18985,18141,17993,17094,16341,15811,15223,17850,17150,16450,15750,15050,14350,13650,13650,15780,15277,14410,14144,13396,12871,12451,11905
4616501 Massanassa distrito 01,13105,12630,12077,11881,11278,10834,10509,10103,33770,32254,31056,30615,28924,27845,26873,25671,19648,18985,18141,17993,17094,16341,15811,15223,17850,17150,16450,15750,15050,14350,13650,13650,15780,15277,14410,14144,13396,12871,12451,11905
4616501001 Massanassa sección 01001,12269,11653,11541,11124,10538,10271,9968,9410,30122,28407,27923,26966,25080,24871,23437,22308,18216,17453,17094,16663,15753,15216,14615,13851,17150,15750,15050,15050,14350,13650,12250,12250,14566,14013,13804,13044,12449,11983,11596,10827
4616501002 Massanassa sección 01002,15089,16145,14481,13664,13077,13033,12792,12284,36213,38196,34790,33042,31022,30823,30500,28945,21986,23552,21061,20388,19339,19185,18860,18191,19250,18550,17850,17150,17150,17150,16450,15050,18450,20558,17756,16644,15871,15777,15443,14785
4616501003 Massanassa sección 01003,14271,13265,12938,13321,12161,11860,11528,11259,36167,33656,32620,33038,30413,29596,28491,27453,21194,19782,19239,19885,18033,17641,17094,16808,19250,17850,17150,17150,15050,15050,15050,14350,17423,16111,15509,16029,14509,14257,13858,13482
4616501004 Massanassa sección 01004,12042,11559,11055,10825,10264,9710,9539,9075,31283,29117,28375,28281,26870,25379,24805,23639,17799,17030,16330,16078,15399,14507,14177,13626,15750,15050,15050,14350,13650,12950,12250,12250,14260,13584,12948,12638,11937,11410,11146,10529
4616501005 Massanassa sección 01005,12013,11362,11119,10811,10227,9673,9121,8604,31208,29730,29335,28542,27186,26582,25078,23298,17844,17030,16612,16275,15277,14639,13814,12909,17150,16450,15750,15750,14350,13650,12950,12250,13810,13043,12660,12398,11705,11159,10464,9829
4616501006 Massanassa sección 01006,11257,11073,10142,9946,9392,9377,8973,8818,27710,26922,24971,24672,22656,22169,21723,21549,16561,16201,14891,14596,14007,13598,13038,12865,15050,14350,14350,13650,12250,12250,11550,11550,13059,12844,11739,11504,11113,10815,10350,10129
4616501007 Massanassa sección 01007,14699,13849,13375,13334,13091,12070,11773,11540,42832,40013,38983,38749,37972,34451,33194,32006,23426,22178,21499,21564,21213,19380,18885,18349,21350,20650,19950,19950,19250,17850,17150,17150,18620,17522,16627,16555,16044,14799,14402,14044
46166 Meliana,13493,12797,12251,11987,11711,11062,10603,10136,33625,31907,30627,30168,29478,27653,26643,25322,20253,19244,18358,18013,17546,16556,15897,15183,18550,17150,16450,16450,15750,15050,14350,13650,16237,15375,14557,14218,13895,13086,12487,11891
4616601 Meliana distrito 01,13493,12797,12251,11987,11711,11062,10603,10136,33625,31907,30627,30168,29478,27653,26643,25322,20253,19244,18358,18013,17546,16556,15897,15183,18550,17150,16450,16450,15750,15050,14350,13650,16237,15375,14557,14218,13895,13086,12487,11891
4616601001 Meliana sección 01001,12422,11857,11644,11399,11135,10648,10289,9955,31932,30334,29749,29634,28696,26819,25633,24687,19089,18217,17871,17428,16874,16049,15355,14894,18550,17150,17150,16450,16450,15050,14350,13650,14740,14076,13756,13418,13073,12483,12016,11606
4616601002 Meliana sección 01002,14320,13603,12927,12589,12056,11433,11142,10655,34415,32855,31824,30805,30140,28426,27719,26542,21042,20163,19020,18666,18040,16963,16641,15978,18550,17150,16450,16450,15050,15050,14350,14350,17377,16542,15438,15083,14392,13626,13209,12591
4616601003 Meliana sección 01003,13050,12402,11756,11506,12121,10722,9910,9529,32162,30438,28417,28287,29787,26208,24651,23310,19442,18523,17453,17066,17845,15820,14677,14120,17850,16450,15750,15750,15050,13650,12950,12950,15505,14769,13849,13465,14353,12693,11604,11154
4616601004 Meliana sección 01004,15262,14541,14004,13637,13000,12515,12140,11382,37794,35768,33958,33516,32048,30624,29550,27459,22919,21912,21058,20506,19575,18796,18032,16944,20650,19250,18550,17850,17150,16450,15400,14350,18693,17763,17037,16536,15774,15092,14527,13528
4616601005 Meliana sección 01005,12385,11643,11094,10861,10598,10269,9368,8949,31327,30079,28762,28130,27359,26241,24752,23727,18262,17160,16321,16148,15729,15202,14021,13434,16450,15050,14350,13650,13650,13650,12250,12250,14626,13669,12923,12605,12297,11900,10919,10345
4616601006 Meliana sección 01006,12948,12155,11543,11415,10869,10415,10176,9787,32800,30870,29992,29539,27794,26800,26402,25263,19747,18467,17495,17390,16415,15847,15700,14879,17850,17150,15750,15750,15050,14350,14350,13650,15643,14571,13577,13458,12774,12163,11890,11397
46167 Millares,11868,11162,10628,10900,10371,9407,8882,8648,24671,23314,22792,22916,22024,20344,19325,19613,16349,15606,14729,14982,14309,13094,12350,12075,15050,15050,14350,14350,13650,12250,10850,10850,13324,12611,11911,12178,11500,10328,9740,9466
4616701 Millares distrito 01,11868,11162,10628,10900,10371,9407,8882,8648,24671,23314,22792,22916,22024,20344,19325,19613,16349,15606,14729,14982,14309,13094,12350,12075,15050,15050,14350,14350,13650,12250,10850,10850,13324,12611,11911,12178,11500,10328,9740,9466
4616701001 Millares sección 01001,11868,11162,10628,10900,10371,9407,8882,8648,24671,23314,22792,22916,22024,20344,19325,19613,16349,15606,14729,14982,14309,13094,12350,12075,15050,15050,14350,14350,13650,12250,10850,10850,13324,12611,11911,12178,11500,10328,9740,9466
46168 Miramar,12754,12704,12161,11916,11365,10684,10370,10052,29198,28908,27563,27345,25659,24266,24197,23440,18430,18344,17496,17337,16457,15646,15058,14699,17150,16450,15750,15750,15050,14350,13650,12950,15115,15108,14343,14076,13441,12696,12140,11743
4616801 Miramar distrito 01,12754,12704,12161,11916,11365,10684,10370,10052,29198,28908,27563,27345,25659,24266,24197,23440,18430,18344,17496,17337,16457,15646,15058,14699,17150,16450,15750,15750,15050,14350,13650,12950,15115,15108,14343,14076,13441,12696,12140,11743
4616801001 Miramar sección 01001,12178,11719,11238,11305,10838,10080,9667,9356,30117,28968,27677,28410,26725,24986,24400,23678,18054,17414,16614,16980,16148,15142,14552,14158,16450,16450,15750,15750,15050,13650,13650,12950,14411,13822,13108,13272,12657,11706,11193,10813
4616801002 Miramar sección 01002,13905,14775,14087,13260,12568,12069,11977,11614,27720,28808,27377,25548,23793,22996,23831,23024,19189,20323,19355,18128,17169,16810,16215,15936,17850,17150,16450,16450,15050,15050,13650,13650,16520,17815,16921,15845,15231,14964,14304,13827
46169 Mislata,12630,12074,11572,11438,10863,10348,10017,9701,32190,30284,29337,29163,27595,26335,25709,24642,18773,17895,17137,16991,16165,15451,14947,14500,17150,16450,15750,15750,15050,14350,13650,12950,15049,14312,13602,13433,12717,12104,11683,11287
4616901 Mislata distrito 01,12630,12074,11572,11438,10863,10348,10017,9701,32190,30284,29337,29163,27595,26335,25709,24642,18773,17895,17137,16991,16165,15451,14947,14500,17150,16450,15750,15750,15050,14350,13650,12950,15049,14312,13602,13433,12717,12104,11683,11287
4616901001 Mislata sección 01001,12046,11518,10936,10928,9955,9498,9294,9068,30296,28427,27590,27726,25494,23854,23421,22310,17631,16924,16099,16097,14841,13877,13597,13237,15750,15050,15050,14350,12950,12250,11550,11550,14184,13496,12685,12805,11551,11017,10771,10471
4616901002 Mislata sección 01002,10429,10047,9734,9583,9715,8917,8683,8491,26015,24259,23879,23757,23715,22074,21449,20475,15187,14516,14014,13718,13750,12807,12409,12091,14350,13650,12950,12250,11550,11550,11550,10850,11989,11441,11106,10881,11115,10058,9848,9612
4616901003 Mislata sección 01003,11574,11390,10484,10375,10156,9595,9221,8987,29520,27715,26557,25985,25109,23347,23030,22129,16873,16565,15330,15238,14867,14121,13653,13342,15750,15050,13650,14350,13650,12950,12250,12250,13503,13246,12106,11931,11731,11058,10618,10376
4616901004 Mislata sección 01004,14659,13962,13377,13301,12733,12185,12313,11789,38399,36625,34460,34102,32236,30909,30805,28668,22412,21177,20049,19978,19105,18408,18525,17693,19250,18550,18550,17850,16450,15750,15750,15050,18457,17238,16458,16325,15546,14893,14940,14275
4616901005 Mislata sección 01005,10814,10558,9919,10009,9807,9298,8987,8739,28322,26923,25208,25284,24036,22576,22392,21573,16277,15636,14672,14697,14199,13548,13121,12610,15050,14350,12950,13650,12950,12250,11550,11550,12472,12181,11403,11457,11202,10579,10228,9925
4616901006 Mislata sección 01006,13944,12718,13320,13130,11741,11719,11666,11187,33113,29527,31089,31119,28278,27650,27904,26774,20253,19265,19431,18988,17175,17066,16915,16388,18550,17150,16450,16450,15050,15050,14350,14350,16768,15973,15982,15669,13859,13833,13805,13138
4616901007 Mislata sección 01007,10662,10017,9380,9480,9204,9031,8700,8497,28146,26145,24560,24615,23384,22413,21836,20758,15629,14603,13768,13752,13351,13167,12426,12267,14350,13650,12250,12250,12250,11550,10850,10850,12080,11286,10508,10650,10329,10117,9731,9524
4616901008 Mislata sección 01008,10528,10747,10698,10110,9441,9023,8680,8326,28378,27744,28042,26773,24936,23814,23041,21833,16009,15919,15792,15011,14003,13491,12800,12917,14350,13650,13650,12250,12250,12250,11200,11550,12415,12498,12412,11627,10769,10300,9897,9517
4616901009 Mislata sección 01009,13849,13477,13059,12835,12116,11088,11589,10943,34622,32061,31388,30709,29345,26791,27303,25323,20580,19748,18885,18776,17748,16517,16695,15769,17850,17150,16450,16450,15750,14350,14350,13650,17011,16105,15448,15122,14260,13799,13645,12855
4616901010 Mislata sección 01010,14757,14459,13827,13925,13342,12789,12508,12087,35145,33473,33129,33981,32494,32559,32830,31040,21200,20698,20117,20237,19328,18785,18671,18008,19950,18550,18550,18550,17850,17150,16450,16450,17860,17435,16647,16675,15963,15237,15046,14517
4616901011 Mislata sección 01011,12385,11533,11459,10893,10334,10200,9662,9544,29892,27752,27339,26023,24487,24112,22939,22525,17916,16661,16408,15657,14811,14746,13886,13696,17150,15750,15750,15050,14350,13650,12950,12950,14238,13216,13040,12365,11718,11589,10950,10832
4616901012 Mislata sección 01012,13283,12727,12074,11721,11310,10662,10182,9912,32060,30314,29219,28845,28246,26514,25735,24831,19358,18426,17817,17475,16758,15755,15123,14721,18550,17150,17150,16450,15750,15050,14350,14350,15492,14842,14044,13781,13108,12357,11814,11479
4616901013 Mislata sección 01013,13197,12297,11692,11518,11045,10041,9586,9216,33686,31402,30014,29586,28016,26315,25641,24719,19380,18060,17182,16964,16391,15098,14483,13862,18550,16450,15750,15750,14350,14350,13650,12950,15457,14300,13515,13346,12740,11591,11056,10621
4616901014 Mislata sección 01014,12133,11165,10606,10510,10130,9357,8917,8657,30458,27900,26472,26352,24796,23352,22313,22008,17804,16375,15653,15273,14577,13535,12914,12720,17150,15050,14350,14350,14350,12950,12950,11550,14036,12875,12094,12016,11537,10611,10093,9789
4616901015 Mislata sección 01015,12202,11821,11499,11609,10736,10315,9777,9668,30722,29378,28507,28726,26296,24973,24245,23426,18136,17524,17074,17196,15815,15124,14405,14202,16450,15050,14350,15050,13650,12950,11550,12250,14571,14206,13511,13659,12537,12069,11301,11150
4616901016 Mislata sección 01016,10442,9816,9397,9334,8598,8290,7974,7822,27676,25402,24385,24230,22253,21076,20344,19572,15700,14636,14046,13971,12806,12330,11903,11604,14350,13650,12950,12950,11550,11550,10850,10850,11980,11225,10735,10664,9711,9372,8956,8850
4616901017 Mislata sección 01017,12254,11818,11661,11330,10932,10211,9620,9573,29980,28189,27700,26994,26161,24426,23864,23209,17856,17007,16644,16281,15766,14791,13976,13926,16450,15750,15750,15050,15050,13650,12950,12950,14404,13907,13630,13173,12720,11853,11089,11020
4616901018 Mislata sección 01018,13003,12170,11757,11932,11163,10621,10246,9900,30146,28043,27741,28352,26550,25403,25124,24225,18584,17555,16818,17177,16079,15388,14947,14425,17150,16450,15750,15750,15050,14350,13650,13650,15271,14388,13817,14104,13086,12394,11961,11490
4616901019 Mislata sección 01019,10626,10278,9566,9369,8957,8438,7970,7821,27849,25934,25015,24401,22625,21429,20778,20255,15866,15289,14260,13947,13323,12576,11922,11761,15050,14350,12950,12950,12950,12250,10850,11550,12281,11769,10902,10660,10168,9549,8977,8820
4616901020 Mislata sección 01020,10584,10254,9798,9923,9537,8955,8292,8256,26634,25068,24018,23763,23193,21432,20588,20127,15250,14683,13981,14248,13760,12820,12145,11929,14350,14350,12950,13650,12250,11550,11550,11550,12102,11648,11099,11248,10779,10095,9361,9271
4616901021 Mislata sección 01021,13256,12712,12124,11840,11041,10444,10362,9628,33130,31098,29696,29476,28091,26402,26019,24366,19514,18561,17750,17512,16417,15538,15358,14437,17850,17150,16450,16450,15050,14350,13650,13650,15894,15149,14275,14029,12994,12261,12182,11299
4616901022 Mislata sección 01022,14295,13677,13195,12806,12163,11470,11471,10402,37399,36431,36052,35740,32713,31857,32564,29636,21006,20653,19583,19141,17954,17159,17323,15782,19950,19250,17850,17850,17150,15750,15750,14350,17104,16540,15711,15188,14318,13561,13594,12300
4616901023 Mislata sección 01023,12750,11884,11194,11176,10662,10215,9803,9708,31200,29417,28775,29330,28213,27212,26059,25654,18819,17467,16738,16869,16083,15365,14817,14701,18550,16450,16450,15750,15050,14350,13650,13650,14950,13903,12992,13086,12385,11866,11406,11249
4616901024 Mislata sección 01024,10494,9979,9283,9503,8992,8430,8418,8167,26637,25097,24564,24370,22839,21641,20934,19840,15605,14725,13839,13997,13403,12513,12447,11938,13650,12250,12250,12250,12250,10850,10850,10850,12095,11401,10536,10827,10216,9564,9519,9200
4616901025 Mislata sección 01025,8615,8121,7703,7689,7095,6890,6478,6470,24204,22176,21165,21925,20199,19272,18420,18078,12820,12013,11420,11639,10831,10393,9743,9768,11550,10850,10850,10850,9450,9450,8750,8750,9742,9107,8581,8606,7900,7649,7186,7162
4616901026 Mislata sección 01026,13684,13171,12787,12725,11426,11428,10960,10696,32918,30905,29532,29944,27634,27553,26952,26502,19859,19020,18254,18358,16801,16472,15876,15663,18550,17150,17150,17150,15750,15050,14350,14350,16306,15635,15052,14897,13522,13303,12812,12364
4616901027 Mislata sección 01027,12054,11498,11204,10917,10268,9747,9403,8997,30965,29454,28946,29027,27450,25755,24630,24061,17675,17097,16612,16257,15701,14688,14131,13556,17150,16450,15750,15750,14350,13650,12950,12250,14051,13346,12959,12683,11927,11250,10822,10381
4616901028 Mislata sección 01028,13435,12327,12342,11917,11341,10987,10654,10289,34687,31265,31432,30890,29457,28958,28229,26819,19923,18134,18262,17858,16912,16553,16063,15412,18550,17150,17150,17150,15750,15750,15050,15050,15756,14424,14436,13886,13266,12840,12477,12029
4616901029 Mislata sección 01029,12868,12265,11647,11957,11114,10996,10347,10183,34535,33069,31103,32071,29813,29510,27668,27034,20229,19222,18238,18640,17454,17213,16172,15847,18900,18550,17150,17850,16450,15750,15050,15050,15846,14783,13993,14232,13325,13026,12259,12049
4616901030 Mislata sección 01030,13607,13232,12664,12435,11874,11269,11161,10717,34519,32776,31895,31934,30933,29968,30003,28968,19919,19334,18503,18328,17524,16749,16665,16046,18550,17850,16450,17150,16450,15750,15750,15050,16212,15725,14969,14738,14023,13292,13179,12647
4616901031 Mislata sección 01031,14694,14298,13200,12831,12025,11367,10841,10745,38556,37662,35369,34736,31820,30641,29099,28236,22098,21495,20059,19787,18585,17734,17001,16840,20650,19250,18550,18550,17150,16450,15750,16100,18166,17681,16108,15447,14477,13687,12970,12757
4616901032 Mislata sección 01032,16545,15666,15073,14947,14422,13577,12895,12473,46603,44147,42892,42848,41785,39367,37290,35536,26438,24756,23916,23830,23270,22090,20822,20142,25550,22750,22050,22050,21350,20650,19250,19250,21399,19854,18821,18678,17943,16760,15814,15216
46170 Moixent/Mogente,11549,10997,10122,10437,9412,8788,8094,7948,28582,27644,25446,26388,23728,22422,21200,20481,17122,16401,15133,15643,14200,13142,12169,11965,15050,15050,13650,13650,12950,12250,10850,10850,13407,12763,11529,12093,10811,9987,9215,9017
4617001 Moixent/Mogente distrito 01,11549,10997,10122,10437,9412,8788,8094,7948,28582,27644,25446,26388,23728,22422,21200,20481,17122,16401,15133,15643,14200,13142,12169,11965,15050,15050,13650,13650,12950,12250,10850,10850,13407,12763,11529,12093,10811,9987,9215,9017
4617001001 Moixent/Mogente sección 01001,11357,11085,10370,10435,9616,8980,8491,8248,26588,26494,24573,24604,22446,21266,20706,19770,16619,16223,15107,15362,14234,13070,12435,12066,15750,15050,14350,14350,12950,11550,10850,10850,12959,12587,11650,11991,11065,10129,9574,9266
4617001002 Moixent/Mogente sección 01002,12160,11057,10205,10390,9282,8670,8025,7763,30233,28105,25740,26543,23388,22210,21198,19823,18065,16697,15289,15652,13964,12977,12183,11738,15050,15050,13650,13650,12250,11550,10150,10150,14404,13190,11737,12236,10655,9927,9188,8930
4617001003 Moixent/Mogente sección 01003,11107,11018,9779,9965,9267,8581,7603,7740,28318,28703,25746,26376,24679,23005,20899,21032,16653,16704,14978,15128,14044,12940,11580,11724,15050,15050,13650,12950,12950,12250,10850,10850,12848,12793,11165,11441,10554,9754,8697,8739
4617001004 Moixent/Mogente sección 01004,11525,10863,10146,10852,9486,8900,8220,8037,28916,27300,25641,27713,24345,23137,21843,21266,17055,16030,15140,16249,14503,13492,12400,12266,15750,15050,13650,13650,13650,12250,10850,11550,13334,12495,11555,12558,10961,10108,9357,9115
